date,Comilla,Sunamganj,Manikganj,Kishoreganj,Kushtia,Jhenaidah,Sirajganj,Rangamati,Chittagong,Nilphamari,Thakurgaon,Pabna,Rajshahi,Cox's Bazar,Magura,Sylhet,Munshiganj,Feni,Tangail,Bagerhat,Chapainawabganj,Chuadanga,Maulvibazar,Kurigram,Netrokona,Meherpur,Narsingdi,Pirojpur,Gopalganj,Mymensingh,Khulna,Jhalokati,Narayanganj,Lakshmipur,Khagrachhari,Jamalpur,Natore,Noakhali,Chandpur,Rajbari,Patuakhali,Jaipurhat,Gazipur,Narail,Sherpur,Unknown,Habiganj,Dhaka,Naogaon,Satkhira,Shariatpur,Dinajpur,Faridpur,Bandarban,Rangpur,Bogra,Madaripur,Barguna,Brahmanbaria,Barisal,Bhola,Gaibandha,Jessore,Lalmonirhat,Panchagarh
2020-04-03,2,0,0,0,0,2,0,0,12,0,1,4,1,1,3,3,1,5,1,0,0,0,0,0,1,1,1,0,0,3,1,0,5,3,0,2,2,4,1,0,0,1,3,0,4,0,4,73,1,1,2,0,0,0,0,5,2,1,3,0,2,0,0,0,2
2020-04-04,10,1,1,4,8,2,16,1,26,3,4,11,5,8,0,5,0,2,17,1,3,3,4,1,2,0,3,1,0,4,5,0,27,2,0,3,1,7,7,6,0,0,13,0,2,0,7,164,3,2,1,5,1,0,8,8,3,0,3,13,0,3,6,1,3
2020-04-05,13,2,7,2,0,1,6,0,22,4,0,10,10,5,0,13,3,6,4,3,0,0,1,0,3,0,2,0,8,6,21,1,22,3,0,1,1,10,7,3,6,2,7,0,1,0,2,193,5,3,2,4,2,0,6,8,1,0,2,4,2,6,3,0,1
2020-04-06,18,7,9,2,3,3,3,0,45,8,1,4,10,1,2,9,3,8,3,1,5,2,1,3,1,0,4,3,6,26,10,3,29,0,6,10,2,10,7,0,3,1,23,5,1,0,2,345,5,3,6,9,9,2,8,7,0,3,18,6,2,5,14,2,0
2020-04-07,7,0,5,2,0,2,0,0,15,9,0,3,4,2,2,9,9,1,7,0,0,1,3,0,1,1,0,1,4,0,6,0,14,0,2,3,1,4,1,0,0,2,15,3,1,0,0,158,2,5,1,6,7,0,5,8,2,0,5,5,0,3,8,0,1
2020-04-08,6,0,0,0,0,0,0,0,4,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,6,1,0,2,0,0,1,5,0,0,0,0,0,6,0,1,0,0,272,0,3,3,2,0,0,1,2,0,0,2,3,0,0,0,0,0
2020-04-09,4,0,2,1,2,2,2,1,8,1,1,5,3,1,1,3,2,1,9,1,0,0,0,0,3,0,3,0,0,1,1,2,9,2,4,0,2,0,4,1,0,1,3,0,0,0,2,58,1,0,2,2,8,0,7,2,0,0,0,2,1,3,3,0,0
2020-04-10,3,3,0,3,1,0,1,0,5,1,1,2,2,0,0,6,2,1,5,4,1,1,0,0,0,0,5,0,0,2,0,0,4,0,1,2,0,1,3,0,0,0,1,0,1,164,0,51,3,1,0,2,8,1,8,5,2,0,1,2,0,0,2,1,0
2020-04-11,4,1,0,0,0,0,3,0,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,1,1,2,0,1,2,1,0,0,379,0,33,2,1,2,0,1,0,1,2,0,0,2,1,1,0,2,0,2
2020-04-12,0,0,0,1,2,1,0,0,6,3,0,3,0,1,2,1,0,0,3,1,0,0,0,0,0,0,4,0,1,1,4,0,9,0,0,0,0,2,2,0,0,0,4,0,0,501,0,24,5,1,0,2,0,0,1,1,1,0,0,2,2,0,0,0,0
2020-04-13,2,0,1,0,0,1,0,0,2,0,0,1,1,0,0,0,2,0,1,1,0,0,0,0,2,0,1,0,1,0,1,0,6,0,0,1,2,0,5,0,0,0,3,1,0,319,1,41,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1
2020-04-14,5,0,0,0,0,0,2,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,1,2,0,0,0,0,1,0,0,0,0,321,0,30,3,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
2020-04-15,1,0,0,4,2,10,2,0,3,0,0,0,3,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,5,1,0,0,0,1,1,0,0,0,5,0,0,298,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2020-04-16,1,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,3,0,0,1,0,1,0,0,0,2,1,0,0,159,0,17,0,0,0,0,3,0,0,0,0,0,2,4,0,1,0,0,0
2020-04-17,0,0,0,3,0,0,2,0,8,0,0,0,3,2,0,0,0,0,2,0,2,2,0,0,0,1,1,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,5,0,0,257,1,25,0,1,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0
2020-04-18,2,0,0,1,2,0,0,0,10,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,2,0,0,250,0,38,0,0,0,2,3,0,1,0,0,0,0,1,0,0,0,0,0
2020-04-19,0,0,0,0,1,0,5,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,173,0,17,2,0,0,1,0,0,3,2,0,0,0,0,0,0,3,0,0
2020-04-20,4,0,0,1,0,1,0,0,10,0,0,2,0,2,0,2,1,0,1,3,0,1,1,0,0,0,2,0,0,4,3,0,8,0,0,0,0,0,2,0,1,0,3,0,4,265,0,40,2,3,0,3,1,0,4,2,0,0,1,0,0,0,1,1,0
2020-04-21,3,0,1,4,0,1,0,0,5,0,0,0,1,0,0,3,1,1,5,0,0,0,0,1,1,0,1,2,0,5,0,0,9,1,0,3,0,0,0,1,0,1,11,2,1,343,0,50,0,0,0,0,3,0,1,1,0,0,0,0,2,0,1,1,0
2020-04-22,6,0,0,2,1,0,2,0,6,0,0,1,2,1,0,3,1,0,1,1,2,5,0,0,0,0,1,0,0,1,2,0,5,0,0,2,1,1,2,0,0,0,2,0,0,348,1,53,0,0,1,1,0,0,3,1,0,0,0,1,0,0,2,0,0
2020-04-23,2,0,1,0,0,0,2,0,5,1,0,2,2,1,1,0,0,0,3,0,1,0,1,0,0,5,1,1,0,2,2,0,5,0,0,1,0,0,1,0,0,0,9,0,0,272,1,46,0,0,0,3,1,0,1,7,0,0,0,1,0,0,3,1,0
2020-04-24,0,1,0,0,1,2,2,0,4,0,1,1,0,3,0,1,1,0,3,1,1,2,0,0,0,1,0,1,3,2,0,0,1,0,0,0,1,3,3,0,2,0,9,0,2,284,1,29,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0
2020-04-25,1,0,0,0,1,0,1,0,2,0,1,1,1,0,0,3,0,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,2,0,0,1,1,0,0,242,1,23,1,0,0,2,0,0,2,0,0,0,2,0,0,0,4,0,2
2020-04-26,2,0,0,1,0,1,2,0,1,0,0,1,0,2,0,1,0,1,2,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,186,1,32,1,0,0,1,1,0,0,4,1,0,0,0,1,1,4,1,1
2020-04-27,1,0,2,1,7,1,0,0,3,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,1,0,0,4,0,0,1,0,0,1,2,0,0,2,0,0,193,0,39,1,0,0,3,1,0,1,0,0,0,0,1,0,0,1,1,1
2020-04-28,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,137,1,33,0,0,0,1,1,0,0,1,0,0,3,0,0,0,3,0,0
2020-04-29,6,0,0,0,1,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,4,0,0,0,6,0,0,149,0,33,0,0,0,0,2,0,1,2,1,0,0,0,0,0,1,0,0
2020-04-30,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0,3,0,0,0,3,0,1,172,0,26,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0
2020-05-01,0,0,0,0,1,0,0,1,2,1,0,3,1,0,1,1,1,0,0,0,0,1,0,0,2,0,2,0,1,2,1,0,4,0,0,0,1,2,0,0,0,0,3,0,0,169,0,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-05-02,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,1,1,0,3,0,0,295,0,39,3,0,1,2,0,0,0,1,1,0,1,1,0,0,0,0,0
2020-05-03,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,166,0,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-05-04,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,128,0,34,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1
2020-05-05,5,0,0,1,0,1,1,0,3,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,3,0,0,0,0,2,2,0,114,0,30,2,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,1
2020-05-06,0,0,0,1,1,0,1,0,9,0,0,1,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,103,1,25,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0
2020-05-07,0,0,0,0,0,1,1,0,2,0,0,0,2,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,4,0,3,1,0,0,0,1,1,0,0,0,4,0,0,131,2,26,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-05-08,2,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,1,0,2,0,4,0,0,0,0,1,0,0,1,0,0,165,0,17,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
2020-05-09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,77,0,16,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0
2020-05-10,1,0,0,0,1,1,0,0,0,0,0,2,2,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0,2,0,0,78,0,13,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2020-05-11,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,3,0,1,67,0,23,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0
2020-05-12,0,1,0,0,2,0,0,0,2,0,0,0,1,2,0,1,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,3,0,0,94,0,35,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
2020-05-13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,83,0,14,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
2020-05-14,1,0,2,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,73,0,16,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0
2020-05-15,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,85,2,27,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2020-05-16,0,0,0,0,0,0,0,0,3,0,1,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,1,0,0,113,0,26,1,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0
2020-05-17,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,89,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,1,4,0,0,0,1,0,0,76,0,20,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0
2020-05-19,1,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,85,0,18,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
2020-05-20,0,0,0,1,0,0,0,0,7,0,0,3,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,86,0,16,0,0,0,1,1,1,0,1,0,3,0,0,0,0,0,0,0
2020-05-21,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,0,0,2,1,0,1,0,0,0,6,1,0,135,0,33,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1
2020-05-22,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,1,2,1,0,0,3,0,0,115,0,32,0,1,0,0,4,0,0,2,0,0,1,2,0,0,0,0,2
2020-05-23,0,0,0,0,1,0,0,0,3,0,0,2,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,3,0,0,107,1,25,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-24,1,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,104,0,36,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-05-25,1,0,3,0,0,0,0,1,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,87,0,27,0,0,0,0,0,0,0,1,0,0,0,6,0,4,2,0,0
2020-05-26,1,0,1,1,0,0,0,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,144,0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0
2020-05-27,1,0,0,3,0,0,0,0,4,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,1,0,0,0,6,0,0,156,0,40,0,0,0,0,0,0,1,0,0,0,2,3,0,0,1,0,0
